CiD,State,MM,YYYY,DD,T,CT,BusI,RTruckI,ATruckI,SLimit,RoadU,G,A
20051272,NSW,April,2005,Tuesday,0:15,Single vehicle,No,No,No,80,Motorcycle rider,Male,34
20051286,NSW,April,2005,Monday,19:36,Pedestrian,No,No,No,110,Pedestrian,Male,79
20051289,NSW,April,2005,Wednesday,11:35,Single vehicle,No,No,No,50,Motorcycle rider,Male,45
20051299,NSW,April,2005,Saturday,18:45,Single vehicle,No,No,No,60,Driver,Male,19
20051299,NSW,April,2005,Saturday,18:45,Single vehicle,No,No,No,60,Passenger,Male,20
20051308,NSW,April,2005,Wednesday,6:45,Multiple vehicle,No,No,No,100,Driver,Male,20
20051325,NSW,April,2005,Sunday,14:30,Single vehicle,No,No,No,80,Motorcycle rider,Male,22
20051326,NSW,April,2005,Thursday,22:20,Multiple vehicle,No,No,No,80,Driver,Male,30
20051331,NSW,April,2005,Monday,11:45,Multiple vehicle,No,Yes,No,100,Passenger,Female,59
20051343,NSW,April,2005,Friday,2:13,Pedestrian,No,No,Yes,90,Pedestrian,Male,22
20051350,NSW,April,2005,Tuesday,6:00,Multiple vehicle,No,No,No,100,Driver,Male,17
20051353,NSW,April,2005,Sunday,16:04,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,14
20051359,NSW,April,2005,Saturday,0:15,Pedestrian,No,No,No,110,Pedestrian,Male,32
20051363,NSW,April,2005,Wednesday,5:30,Multiple vehicle,No,No,No,100,Driver,Male,24
20051375,NSW,April,2005,Friday,17:25,Single vehicle,No,No,Yes,110,Driver,Male,34
20051386,NSW,April,2005,Friday,0:22,Multiple vehicle,No,No,No,100,Driver,Male,17
20051395,NSW,April,2005,Sunday,2:10,Single vehicle,No,No,No,60,Passenger,Male,16
20051400,NSW,April,2005,Wednesday,16:37,Multiple vehicle,No,No,No,60,Driver,Male,45
20051410,NSW,April,2005,Tuesday,18:25,Pedestrian,No,No,No,60,Pedestrian,Female,80
20051412,NSW,April,2005,Saturday,13:30,Single vehicle,No,No,No,100,Driver,Male,24
20051430,NSW,April,2005,Saturday,5:55,Multiple vehicle,No,No,No,50,Driver,Female,65
20051434,NSW,April,2005,Sunday,21:21,Multiple vehicle,No,No,No,80,Driver,Male,17
20051449,NSW,April,2005,Thursday,14:20,Single vehicle,No,No,No,100,Motorcycle rider,Male,30
20051450,NSW,April,2005,Thursday,13:20,Pedestrian,No,No,No,70,Pedestrian,Male,46
20052014,VIC,April,2005,Tuesday,8:25,Pedestrian,No,No,No,110,Pedestrian,Male,39
20052019,VIC,April,2005,Sunday,6:20,Multiple vehicle,No,No,No,100,Driver,Male,23
20052025,VIC,April,2005,Tuesday,14:00,Single vehicle,No,No,No,100,Driver,Male,52
20052034,VIC,April,2005,Sunday,6:15,Single vehicle,No,No,No,60,Driver,Male,26
20052060,VIC,April,2005,Thursday,20:50,Single vehicle,No,No,No,60,Driver,Male,60
20052081,VIC,April,2005,Wednesday,7:00,Single vehicle,No,No,No,110,Driver,Male,29
20052085,VIC,April,2005,Wednesday,19:25,Single vehicle,No,No,No,100,Motorcycle rider,Male,29
20052136,VIC,April,2005,Sunday,16:30,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,55
20052140,VIC,April,2005,Saturday,18:05,Pedestrian,No,No,No,100,Pedestrian,Female,41
20052152,VIC,April,2005,Friday,19:00,Multiple vehicle,No,No,No,100,Driver,Female,28
20052162,VIC,April,2005,Sunday,0:30,Pedestrian,No,No,No,60,Pedestrian,Male,19
20052177,VIC,April,2005,Monday,15:10,Single vehicle,No,No,Yes,100,Driver,Male,37
20052187,VIC,April,2005,Saturday,1:45,Single vehicle,No,No,No,80,Driver,Female,33
20052188,VIC,April,2005,Monday,17:35,Multiple vehicle,No,No,No,100,Driver,Female,24
20052191,VIC,April,2005,Friday,19:50,Multiple vehicle,No,No,Yes,80,Passenger,Female,66
20052220,VIC,April,2005,Thursday,10:05,Pedestrian,No,No,No,50,Pedestrian,Male,91
20052223,VIC,April,2005,Saturday,-9,Single vehicle,No,No,No,100,Motorcycle rider,Male,21
20052233,VIC,April,2005,Thursday,23:30,Single vehicle,No,No,No,50,Driver,Male,24
20052242,VIC,April,2005,Sunday,20:00,Pedestrian,No,No,No,60,Pedestrian,Female,78
20052277,VIC,April,2005,Sunday,18:10,Multiple vehicle,No,Yes,No,100,Motorcycle rider,Male,47
20052292,VIC,April,2005,Wednesday,8:10,Multiple vehicle,No,Yes,No,50,Bicyclist (includes pillion passengers),Male,57
20053010,QLD,April,2005,Saturday,1:00,Single vehicle,No,No,No,100,Driver,Male,34
20053014,QLD,April,2005,Thursday,12:00,Pedestrian,No,No,No,50,Pedestrian,Male,2
20053048,QLD,April,2005,Friday,22:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,27
20053054,QLD,April,2005,Thursday,18:00,Multiple vehicle,No,No,No,100,Bicyclist (includes pillion passengers),Male,45
20053077,QLD,April,2005,Thursday,22:00,Multiple vehicle,No,Yes,No,60,Driver,Male,27
20053081,QLD,April,2005,Monday,3:00,Pedestrian,No,No,Yes,100,Pedestrian,Male,35
20053083,QLD,April,2005,Friday,11:00,Multiple vehicle,No,No,No,100,Driver,Female,75
20053087,QLD,April,2005,Wednesday,11:00,Single vehicle,No,No,No,100,Driver,Male,79
20053092,QLD,April,2005,Thursday,14:00,Single vehicle,No,No,No,100,Passenger,Female,53
20053098,QLD,April,2005,Sunday,12:00,Single vehicle,No,No,No,60,Driver,Male,41
20053104,QLD,April,2005,Tuesday,5:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,32
20053108,QLD,April,2005,Sunday,4:00,Pedestrian,No,No,No,110,Pedestrian,Female,18
20053130,QLD,April,2005,Tuesday,14:00,Multiple vehicle,No,No,No,100,Passenger,Male,24
20053133,QLD,April,2005,Friday,8:00,Multiple vehicle,No,No,No,100,Passenger,Female,78
20053141,QLD,April,2005,Sunday,9:00,Single vehicle,No,No,No,70,Motorcycle rider,Female,25
20053149,QLD,April,2005,Saturday,0:00,Single vehicle,No,No,No,100,Driver,Male,17
20053156,QLD,April,2005,Wednesday,18:00,Multiple vehicle,No,No,No,70,Motorcycle rider,Male,23
20053184,QLD,April,2005,Saturday,16:00,Multiple vehicle,No,No,No,100,Passenger,Female,44
20053184,QLD,April,2005,Saturday,16:00,Multiple vehicle,No,No,No,100,Passenger,Male,52
20053184,QLD,April,2005,Saturday,16:00,Multiple vehicle,No,No,No,100,Driver,Female,18
20053184,QLD,April,2005,Saturday,16:00,Multiple vehicle,No,No,No,100,Passenger,Female,14
20053184,QLD,April,2005,Saturday,16:00,Multiple vehicle,No,No,No,100,Driver,Male,68
20053189,QLD,April,2005,Sunday,4:00,Single vehicle,No,No,No,100,Passenger,Female,20
20053200,QLD,April,2005,Sunday,0:00,Single vehicle,No,No,No,100,Driver,Male,60
20053228,QLD,April,2005,Saturday,2:00,Single vehicle,No,No,No,80,Driver,Female,33
20053229,QLD,April,2005,Sunday,1:00,Single vehicle,No,No,No,50,Driver,Male,24
20053231,QLD,April,2005,Saturday,14:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,60
20053231,QLD,April,2005,Saturday,14:00,Multiple vehicle,No,No,No,100,Motorcycle pillion passenger,Female,59
20053234,QLD,April,2005,Saturday,20:00,Multiple vehicle,No,No,Yes,100,Driver,Male,34
20053246,QLD,April,2005,Tuesday,10:00,Multiple vehicle,No,No,No,100,Driver,Male,34
20053281,QLD,April,2005,Sunday,0:00,Single vehicle,No,No,No,100,Passenger,Male,18
20053289,QLD,April,2005,Friday,13:00,Multiple vehicle,No,No,No,100,Driver,Female,32
20054028,SA,April,2005,Friday,1:45,Single vehicle,No,No,No,60,Motorcycle rider,Male,30
20054038,SA,April,2005,Friday,0:10,Single vehicle,No,No,No,100,Driver,Male,38
20054043,SA,April,2005,Tuesday,5:50,Single vehicle,No,No,No,80,Driver,Male,39
20054050,SA,April,2005,Wednesday,7:30,Multiple vehicle,No,No,No,110,Driver,Male,55
20054053,SA,April,2005,Friday,23:05,Single vehicle,No,No,No,100,Passenger,Female,15
20054058,SA,April,2005,Wednesday,20:00,Single vehicle,No,No,No,100,Driver,Male,55
20054069,SA,April,2005,Saturday,1:40,Multiple vehicle,No,No,No,60,Driver,Male,47
20054104,SA,April,2005,Tuesday,16:50,Multiple vehicle,No,No,No,60,Passenger,Male,23
20054109,SA,April,2005,Thursday,17:40,Multiple vehicle,No,No,No,80,Driver,Male,59
20054109,SA,April,2005,Thursday,17:40,Multiple vehicle,No,No,No,80,Driver,Male,18
20055015,WA,April,2005,Sunday,8:00,Multiple vehicle,No,No,No,50,Passenger,Female,53
20055019,WA,April,2005,Tuesday,14:45,Single vehicle,No,No,No,110,Driver,Male,40
20055027,WA,April,2005,Monday,2:00,Pedestrian,No,Yes,No,100,Pedestrian,Female,46
20055037,WA,April,2005,Saturday,22:45,Single vehicle,No,No,No,110,Driver,Male,36
20055038,WA,April,2005,Wednesday,6:35,Multiple vehicle,No,No,Yes,110,Driver,Female,25
20055052,WA,April,2005,Saturday,8:15,Single vehicle,No,No,No,80,Passenger,Female,15
20055062,WA,April,2005,Tuesday,12:30,Single vehicle,No,No,No,90,Driver,Male,21
20055077,WA,April,2005,Thursday,18:15,Single vehicle,No,No,No,110,Driver,Male,36
20055081,WA,April,2005,Thursday,10:10,Pedestrian,No,No,No,50,Pedestrian,Male,50
20055083,WA,April,2005,Tuesday,8:00,Multiple vehicle,No,No,No,110,Driver,Male,35
20055114,WA,April,2005,Friday,19:50,Multiple vehicle,No,Yes,No,90,Motorcycle rider,Male,47
20055117,WA,April,2005,Friday,14:55,Multiple vehicle,No,Yes,No,70,Driver,Female,55
20055119,WA,April,2005,Wednesday,19:15,Multiple vehicle,No,No,No,60,Driver,Male,51
20055126,WA,April,2005,Thursday,18:00,Multiple vehicle,No,No,Yes,90,Driver,Male,81
20055126,WA,April,2005,Thursday,18:00,Multiple vehicle,No,No,Yes,90,Passenger,Female,80
20055127,WA,April,2005,Tuesday,17:22,Pedestrian,No,No,No,50,Pedestrian,Male,77
20055145,WA,April,2005,Wednesday,17:34,Multiple vehicle,No,No,No,80,Driver,Male,35
20055149,WA,April,2005,Friday,14:30,Single vehicle,No,No,No,110,Motorcycle rider,Male,22
20057017,NT,April,2005,Friday,18:30,Single vehicle,No,No,No,900,Passenger,Male,1
20057034,NT,April,2005,Friday,22:00,Single vehicle,No,No,No,900,Driver,Male,45
20057041,NT,April,2005,Tuesday,-9,Single vehicle,No,No,No,900,Driver,Female,28
20057042,NT,April,2005,Friday,1:22,Pedestrian,No,No,No,900,Pedestrian,Male,30
20058005,ACT,April,2005,Friday,15:00,Single vehicle,No,No,No,-9,Motorcycle rider,Male,33
20058006,ACT,April,2005,Friday,23:30,Pedestrian,No,No,No,-9,Pedestrian,Male,67
20058022,ACT,April,2005,Sunday,6:40,Single vehicle,No,No,No,-9,Driver,Male,30
20058025,ACT,April,2005,Saturday,19:45,Single vehicle,No,No,No,-9,Motorcycle rider,Male,17
20051022,NSW,March,2005,Tuesday,10:07,Multiple vehicle,No,No,No,110,Driver,Male,63
20051029,NSW,March,2005,Monday,17:45,Multiple vehicle,No,No,No,60,Driver,Male,25
20051047,NSW,March,2005,Friday,0:20,Single vehicle,No,No,No,100,Driver,Male,52
20051051,NSW,March,2005,Monday,15:05,Single vehicle,No,No,No,100,Driver,Female,61
20051052,NSW,March,2005,Monday,18:30,Pedestrian,No,No,No,60,Pedestrian,Female,55
20051094,NSW,March,2005,Tuesday,21:38,Single vehicle,No,No,No,50,Driver,Female,63
20051111,NSW,March,2005,Sunday,14:25,Multiple vehicle,No,No,No,100,Driver,Male,86
20051111,NSW,March,2005,Sunday,14:25,Multiple vehicle,No,No,No,100,Passenger,Female,82
20051118,NSW,March,2005,Thursday,11:25,Pedestrian,No,No,No,60,Pedestrian,Male,91
20051122,NSW,March,2005,Tuesday,20:07,Multiple vehicle,No,Yes,No,80,Driver,Male,55
20051138,NSW,March,2005,Sunday,17:00,Pedestrian,No,No,No,50,Pedestrian,Female,80
20051140,NSW,March,2005,Tuesday,11:45,Single vehicle,No,No,No,60,Motorcycle rider,Male,19
20051143,NSW,March,2005,Thursday,21:10,Pedestrian,No,No,No,50,Pedestrian,Male,49
20051157,NSW,March,2005,Sunday,14:30,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,55
20051167,NSW,March,2005,Thursday,8:50,Multiple vehicle,No,No,No,100,Driver,Female,30
20051189,NSW,March,2005,Saturday,0:08,Single vehicle,No,No,No,50,Driver,Male,28
20051207,NSW,March,2005,Saturday,13:28,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,42
20051227,NSW,March,2005,Thursday,23:30,Single vehicle,No,No,No,80,Driver,Male,24
20051233,NSW,March,2005,Monday,19:25,Single vehicle,No,No,No,100,Driver,Male,42
20051235,NSW,March,2005,Thursday,16:15,Multiple vehicle,No,No,No,60,Driver,Female,48
20051247,NSW,March,2005,Wednesday,17:15,Multiple vehicle,No,No,No,90,Driver,Male,46
20051252,NSW,March,2005,Monday,15:45,Pedestrian,No,No,No,60,Pedestrian,Male,79
20051265,NSW,March,2005,Monday,15:04,Multiple vehicle,No,No,No,60,Driver,Male,66
20051278,NSW,March,2005,Wednesday,6:35,Multiple vehicle,No,Yes,No,60,Driver,Male,57
20051290,NSW,March,2005,Monday,16:10,Multiple vehicle,No,No,Yes,100,Driver,Female,19
20051300,NSW,March,2005,Sunday,4:30,Multiple vehicle,No,No,No,100,Driver,Female,25
20051300,NSW,March,2005,Sunday,4:30,Multiple vehicle,No,No,No,100,Passenger,Male,28
20051335,NSW,March,2005,Monday,6:50,Multiple vehicle,No,No,Yes,110,Driver,Male,40
20051349,NSW,March,2005,Wednesday,16:25,Single vehicle,No,No,No,100,Motorcycle rider,Male,59
20051378,NSW,March,2005,Saturday,0:40,Multiple vehicle,No,No,No,100,Driver,Male,31
20051382,NSW,March,2005,Wednesday,13:15,Single vehicle,No,No,No,110,Driver,Female,53
20051416,NSW,March,2005,Friday,21:20,Multiple vehicle,No,No,No,80,Motorcycle rider,Male,27
20051421,NSW,March,2005,Thursday,6:30,Pedestrian,No,No,No,60,Pedestrian,Female,70
20051433,NSW,March,2005,Friday,3:40,Single vehicle,No,No,Yes,90,Driver,Male,53
20051433,NSW,March,2005,Friday,3:40,Single vehicle,No,No,Yes,90,Passenger,Male,50
20051437,NSW,March,2005,Tuesday,1:30,Pedestrian,No,No,No,100,Pedestrian,Male,18
20051445,NSW,March,2005,Saturday,18:44,Single vehicle,No,No,No,100,Driver,Male,63
20052008,VIC,March,2005,Saturday,2:40,Single vehicle,No,No,No,100,Driver,Male,20
20052009,VIC,March,2005,Monday,7:25,Multiple vehicle,No,No,No,100,Driver,Female,59
20052021,VIC,March,2005,Saturday,16:30,Multiple vehicle,No,No,No,100,Driver,Male,67
20052041,VIC,March,2005,Friday,0:04,Single vehicle,No,No,No,50,Driver,Female,46
20052046,VIC,March,2005,Wednesday,16:45,Multiple vehicle,No,No,Yes,100,Driver,Female,23
20052050,VIC,March,2005,Wednesday,8:32,Pedestrian,No,No,No,50,Pedestrian,Male,72
20052052,VIC,March,2005,Saturday,16:10,Multiple vehicle,No,No,No,50,Driver,Male,57
20052056,VIC,March,2005,Tuesday,22:45,Single vehicle,No,No,No,50,Driver,Male,32
20052064,VIC,March,2005,Sunday,18:55,Single vehicle,No,No,No,50,Motorcycle rider,Male,29
20052069,VIC,March,2005,Wednesday,18:37,Multiple vehicle,No,No,Yes,90,Motorcycle rider,Male,20
20052075,VIC,March,2005,Friday,0:58,Pedestrian,No,No,No,100,Pedestrian,Male,26
20052090,VIC,March,2005,Wednesday,17:05,Multiple vehicle,No,No,No,80,Driver,Male,83
20052098,VIC,March,2005,Thursday,17:50,Multiple vehicle,No,No,Yes,100,Passenger,Female,20
20052098,VIC,March,2005,Thursday,17:50,Multiple vehicle,No,No,Yes,100,Passenger,Male,18
20052098,VIC,March,2005,Thursday,17:50,Multiple vehicle,No,No,Yes,100,Driver,Female,20
20052099,VIC,March,2005,Monday,20:15,Single vehicle,No,No,No,80,Driver,Male,29
20052102,VIC,March,2005,Wednesday,10:00,Multiple vehicle,No,Yes,No,60,Driver,Male,37
20052104,VIC,March,2005,Friday,12:00,Multiple vehicle,No,Yes,No,100,Passenger,Female,73
20052104,VIC,March,2005,Friday,12:00,Multiple vehicle,No,Yes,No,100,Driver,Male,74
20052104,VIC,March,2005,Friday,12:00,Multiple vehicle,No,Yes,No,100,Driver,Male,48
20052106,VIC,March,2005,Saturday,23:30,Multiple vehicle,No,No,No,50,Driver,Male,25
20052110,VIC,March,2005,Thursday,5:30,Single vehicle,No,No,No,100,Driver,Female,25
20052114,VIC,March,2005,Friday,20:45,Single vehicle,No,No,No,100,Passenger,Male,19
20052114,VIC,March,2005,Friday,20:45,Single vehicle,No,No,No,100,Driver,Male,17
20052121,VIC,March,2005,Wednesday,6:55,Multiple vehicle,No,Yes,No,80,Driver,Male,74
20052131,VIC,March,2005,Monday,10:50,Multiple vehicle,No,No,No,80,Driver,Female,63
20052134,VIC,March,2005,Thursday,6:50,Multiple vehicle,No,Yes,No,100,Passenger,Female,19
20052135,VIC,March,2005,Thursday,10:30,Pedestrian,No,Yes,No,60,Pedestrian,Male,35
20052142,VIC,March,2005,Wednesday,23:20,Single vehicle,No,No,No,80,Passenger,Male,21
20052157,VIC,March,2005,Thursday,22:48,Multiple vehicle,No,No,No,80,Driver,Male,49
20052173,VIC,March,2005,Saturday,19:25,Single vehicle,No,No,No,100,Driver,Male,31
20052181,VIC,March,2005,Wednesday,20:29,Single vehicle,No,No,No,70,Passenger,Male,21
20052185,VIC,March,2005,Thursday,19:20,Single vehicle,No,No,No,110,Driver,Male,41
20052186,VIC,March,2005,Wednesday,7:10,Multiple vehicle,No,No,No,100,Driver,Male,75
20052186,VIC,March,2005,Wednesday,7:10,Multiple vehicle,No,No,No,100,Driver,Male,20
20052189,VIC,March,2005,Thursday,20:45,Pedestrian,No,No,No,50,Pedestrian,Male,48
20052205,VIC,March,2005,Sunday,11:31,Single vehicle,No,No,No,80,Driver,Female,35
20052207,VIC,March,2005,Monday,11:53,Pedestrian,No,No,No,60,Pedestrian,Female,76
20052208,VIC,March,2005,Wednesday,14:00,Multiple vehicle,No,No,No,80,Driver,Female,85
20052227,VIC,March,2005,Wednesday,12:45,Multiple vehicle,No,Yes,No,80,Passenger,Female,70
20052227,VIC,March,2005,Wednesday,12:45,Multiple vehicle,No,Yes,No,80,Passenger,Male,16
20052229,VIC,March,2005,Sunday,3:48,Single vehicle,No,No,No,90,Passenger,Female,55
20052247,VIC,March,2005,Sunday,17:01,Multiple vehicle,No,No,No,80,Driver,Female,80
20052252,VIC,March,2005,Thursday,10:25,Single vehicle,No,No,No,60,Passenger,Male,33
20052290,VIC,March,2005,Sunday,0:30,Pedestrian,No,No,No,50,Pedestrian,Male,19
20052293,VIC,March,2005,Saturday,13:30,Single vehicle,No,No,No,100,Motorcycle rider,Male,28
20052309,VIC,March,2005,Thursday,8:15,Single vehicle,No,No,No,110,Passenger,Male,14
20053001,QLD,March,2005,Wednesday,2:00,Single vehicle,No,No,No,100,Driver,Male,40
20053001,QLD,March,2005,Wednesday,2:00,Single vehicle,No,No,No,100,Passenger,Female,28
20053003,QLD,March,2005,Wednesday,19:00,Single vehicle,No,No,No,100,Driver,Male,28
20053007,QLD,March,2005,Sunday,2:00,Single vehicle,No,No,No,60,Driver,Male,53
20053008,QLD,March,2005,Saturday,18:00,Single vehicle,No,No,No,100,Passenger,Female,18
20053021,QLD,March,2005,Friday,16:00,Pedestrian,No,No,No,100,Pedestrian,Male,48
20053031,QLD,March,2005,Monday,4:00,Single vehicle,No,No,Yes,110,Driver,Male,38
20053072,QLD,March,2005,Friday,0:00,Single vehicle,No,No,No,100,Driver,Male,27
20053073,QLD,March,2005,Wednesday,9:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,60
20053076,QLD,March,2005,Sunday,14:00,Single vehicle,No,No,No,70,Driver,Female,41
20053080,QLD,March,2005,Sunday,10:00,Multiple vehicle,No,No,No,100,Motorcycle rider,Male,38
20053097,QLD,March,2005,Monday,16:00,Single vehicle,No,No,No,100,Driver,Male,31
20053119,QLD,March,2005,Sunday,9:00,Single vehicle,No,No,No,100,Motorcycle rider,Male,45
20053134,QLD,March,2005,Saturday,20:00,Pedestrian,No,No,No,100,Pedestrian,Male,21
20053157,QLD,March,2005,Saturday,19:00,Pedestrian,No,No,No,80,Pedestrian,Female,16
20053169,QLD,March,2005,Friday,7:00,Single vehicle,No,No,No,70,Driver,Male,18
20053180,QLD,March,2005,Friday,19:00,Pedestrian,No,No,No,60,Pedestrian,Male,29
20053208,QLD,March,2005,Monday,20:00,Single vehicle,No,No,No,100,Driver,Male,60
20053252,QLD,March,2005,Wednesday,20:00,Multiple vehicle,No,No,No,80,Driver,Male,27
20053256,QLD,March,2005,Saturday,1:00,Multiple vehicle,No,No,No,80,Driver,Male,20
20053258,QLD,March,2005,Friday,3:00,Single vehicle,No,No,No,50,Driver,Male,38
20053276,QLD,March,2005,Wednesday,12:00,Single vehicle,No,No,No,70,Driver,Male,47
20053284,QLD,March,2005,Friday,5:00,Multiple vehicle,No,No,No,100,Driver,Male,42
20053295,QLD,March,2005,Sunday,22:00,Single vehicle,No,No,No,100,Passenger,Male,37
20054011,SA,March,2005,Wednesday,14:28,Single vehicle,No,No,No,110,Driver,Male,81
20054014,SA,March,2005,Thursday,21:50,Single vehicle,No,No,No,50,Motorcycle rider,Male,26
20054017,SA,March,2005,Sunday,8:00,Single vehicle,No,No,No,100,Driver,Male,20
20054022,SA,March,2005,Friday,9:00,Multiple vehicle,No,No,Yes,100,Passenger,Male,20
20054022,SA,March,2005,Friday,9:00,Multiple vehicle,No,No,Yes,100,Driver,Male,19
20054022,SA,March,2005,Friday,9:00,Multiple vehicle,No,No,Yes,100,Passenger,Male,20
20054033,SA,March,2005,Friday,2:10,Single vehicle,No,No,No,60,Driver,Male,19
20054033,SA,March,2005,Friday,2:10,Single vehicle,No,No,No,60,Passenger,Male,23
20054036,SA,March,2005,Thursday,19:45,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,23
20054059,SA,March,2005,Wednesday,19:15,Multiple vehicle,No,No,No,100,Driver,Male,51
20054060,SA,March,2005,Sunday,20:25,Pedestrian,No,No,No,60,Pedestrian,Male,39
20054090,SA,March,2005,Wednesday,22:30,Single vehicle,No,No,No,110,Passenger,Male,3
20054090,SA,March,2005,Wednesday,22:30,Single vehicle,No,No,No,110,Passenger,Male,44
20054094,SA,March,2005,Friday,17:20,Multiple vehicle,No,No,No,60,Driver,Female,60
20054094,SA,March,2005,Friday,17:20,Multiple vehicle,No,No,No,60,Passenger,Female,64
20054099,SA,March,2005,Thursday,20:20,Single vehicle,No,No,No,110,Driver,Male,20
20054101,SA,March,2005,Saturday,1:30,Multiple vehicle,No,No,No,110,Driver,Male,22
20054101,SA,March,2005,Saturday,1:30,Multiple vehicle,No,No,No,110,Passenger,Male,22
20054105,SA,March,2005,Wednesday,15:25,Multiple vehicle,No,No,No,80,Driver,Male,72
20054107,SA,March,2005,Sunday,17:30,Single vehicle,No,No,No,100,Driver,Female,27
20054107,SA,March,2005,Sunday,17:30,Single vehicle,No,No,No,100,Passenger,Male,6
20054111,SA,March,2005,Thursday,19:07,Single vehicle,No,No,No,60,Passenger,Male,29
20054116,SA,March,2005,Sunday,19:00,Single vehicle,No,No,No,50,Motorcycle rider,Male,40
20054121,SA,March,2005,Thursday,14:25,Pedestrian,No,No,No,60,Pedestrian,Male,64
20054122,SA,March,2005,Tuesday,11:30,Single vehicle,No,No,No,110,Passenger,Male,56
20054123,SA,March,2005,Friday,22:50,Multiple vehicle,No,No,No,90,Driver,Male,42
20054127,SA,March,2005,Sunday,21:20,Single vehicle,No,No,No,90,Passenger,Male,44
20055030,WA,March,2005,Wednesday,15:15,Multiple vehicle,No,No,No,70,Bicyclist (includes pillion passengers),Male,66
20055042,WA,March,2005,Friday,20:18,Single vehicle,No,No,No,50,Driver,Male,19
20055068,WA,March,2005,Thursday,20:45,Multiple vehicle,No,No,No,60,Motorcycle rider,Male,20
20055073,WA,March,2005,Sunday,16:45,Single vehicle,No,No,No,110,Driver,Female,62
20055087,WA,March,2005,Wednesday,0:46,Single vehicle,No,No,No,50,Passenger,Male,18
20055089,WA,March,2005,Monday,9:17,Multiple vehicle,No,No,No,110,Driver,Male,61
